Song ID,Title,Artist,Original artist,Canonical,Class label
2164,Straight from the heart,Bryan Adams,Bryan Adams,YES,straightfh
2166,Strange little girl,The Stranglers,The Stranglers,YES,strangelitg
2168,Street fighting man,The Rolling Stones,The Rolling Stones,YES,streetfight
2170,Summer of 69,Bryan Adams,Bryan Adams,YES,summer69
2174,Take me to the river,Al Green,Al Green,YES,takeme2riv
2177,Take on me,A Ha,A Ha,YES,takeonme
2179,The boxer,Simon and Garfunkel,Simon and Garfunkel,YES,theboxer
2181,Thin line between love and hate,The Persuaders,The Persuaders,YES,thinlineb
2183,Time,Tom Waits,Tom Waits,YES,time_tw
2185,Toys in the attic,Aerosmith,Aerosmith,YES,toysattic
2187,Train in vain,The Clash,The Clash,YES,trainvain
2189,Tush,ZZ Top,ZZ Top,YES,tush
2191,Waiting in vain,Bob Marley,Bob Marley,YES,waitvain
2195,Walk this way,Aerosmith,Aerosmith,YES,walktway
2198,Whats going on,Marvin Gaye,Marvin Gaye,YES,whatsgoon
2200,White room,Cream,Cream,YES,whiteroom
2208,That will be the day,Buddy Holly,The Crickets,YES,thatllbetd
2228,Love hurts,The Everly Brothers,The Everly Brothers,YES,lovehurts
2230,Canon in D major,Unknown,Pachelbel,YES,canonpach
2243,I will get you,The Beatles,The Beatles,YES,illgetyou
2246,No reply,The Beatles,The Beatles,YES,noreply
2256,Not a second time,The Beatles,The Beatles,YES,notsecond
2269,Octopuss garden,The Beatles,The Beatles,YES,octopusga
2280,Old brown shoe,The Beatles,The Beatles,YES,oldbrown
2289,Please please me,The Beatles,The Beatles,YES,pleaseplease
2293,PS I love you,The Beatles,The Beatles,YES,psilove
2304,Savoy Truffle,The Beatles,The Beatles,YES,savoytru
2310,She is a woman,The Beatles,The Beatles,YES,shesawom
2345,Beethoven 5 th symphony,Unknown,Chicago Symphony Orchestra Ð Georg Solti,YES,beethoven5
2390,Gimme shelter,The Rolling Stones,The Rolling Stones,YES,gimmeshel
2392,A change is gonna come,Sam Cooke,Sam Cooke,YES,achangeis
2402,Whole lotta love,Led Zeppelin,Led Zeppelin,YES,wholelot
2403,Keep on pushing,The Impressions,The Impressions,YES,keeponpu
2410,Mercy mercy,Don Covay,Don Covay,YES,mercym
2414,People get ready,Curtis Mayfield,Curtis Mayfield,YES,peoplegetr
2419,Thirty days,Chuck Berry,Chuck Berry,YES,30days
2421,Expressway to your heart,Soul Survivors,Soul Survivors,YES,expressway
2424,In the pines,Leadbelly,Unknown,YES,inthepines
2429,Sing a simple song,Sly and The Family Stone,Sly and The Family Stone,YES,singsimple
2433,Mary dont you weep,The Swan Silvertones,Fisk Jubilee Singers,YES,madntwee
