Song ID,Title,Artist,Original artist,Canonical,Class label
496,Esperanza perdida,Joao Donato,Unknown,,esperanzap
497,Europe endless,Kraftwerk,Kraftwerk,YES,europeend
498,Europe endless,Makoto Inoue,Kraftwerk,,europeend
499,Everything counts,Depeche Mode,Depeche Mode,YES,everything
500,Everything counts,Soil and Eclipse,Depeche Mode,,everything
501,Everything counts,Deluxe,Depeche Mode,,everything
502,Everything counts,Yendri,Depeche Mode,,everything
503,Everything counts,Meat Beat Manifesto,Depeche Mode,,everything
504,The exploding boy,The Cure,The Cure,YES,exploding
505,Exploding boy,Alkaline trio,The Cure,,exploding
506,Fascination street,The Cure,The Cure,YES,fascination
507,Fascination street,Godhead,The Cure,,fascination
508,Favela,Sergio Mendes trio,Sergio Mendes trio,,favela
509,Favela,Antonio Carlos Jobim,Sergio Mendes trio,YES,favela
510,I feel fine,The Beatles,The Beatles,YES,feelfine
512,I feel fine,The Parasites,The Beatles,,feelfine
513,Fever,Kylie Minogue,Kylie Minogue,YES,fever_ky
514,Fever,Kylie Minogue,Kylie Minogue,,fever_ky
515,The figurehead,The Cure,The Cure,YES,figurehead
516,The figurehead,Escape,The Cure,,figurehead
517,The figurehead,Acuarela,The Cure,,figurehead
518,The figurehead,The Cure,The Cure,,figurehead
519,The figurehead,Sr Chinarro,The Cure,,figurehead
520,Fire in Cairo,The Cure,The Cure,YES,fireinca
521,Fire in Cairo,The Cure,The Cure,,fireinca
524,Firth of fifth,Genesis,Genesis,YES,firthof
525,Firth of fifth,Steve Hackett,Genesis,,firthof
526,Flaming,Pink Floyd,Pink Floyd,YES,flaming
528,Flaming,Pink Floyd,Pink Floyd,,flaming
529,Fly on the windscreen,Depeche Mode,Depeche Mode,YES,flyonthewi
530,Fly on the windscreen,The Ineffable Orchestra,Depeche Mode,,flyonthewi
531,Fly on the windscreen,God lives underwater,Depeche Mode,,flyonthewi
532,Forever,The Cure,The Cure,,forever
533,Forever,The Cure,The Cure,YES,forever
534,For no one,The Beatles,The Beatles,YES,fornoone
535,For no one,Caetano Veloso,The Beatles,,fornoone
536,For no one,John Pizzarelli,The Beatles,,fornoone
537,Fountain of Salmacis,Genesis,Genesis,YES,fountainof
538,Fountain of Salmacis,Steve Hackett,Genesis,,fountainof
539,Freelove,Depeche Mode,Depeche Mode,YES,freelove
540,Freelove,Sylvain Chauveau and Ensemble Nocturne,Depeche Mode,,freelove
541,Freelove,Begona,Depeche Mode,,freelove
542,Friday Im in love,The Cure,The Cure,YES,fridayim
543,Friday Im in love,Glo-Worm,The Cure,,fridayim
544,Friday Im in love,David Ari Leon,The Cure,,fridayim
545,Friday Im in love,Jet lag,The Cure,,fridayim
546,Friday Im in love,Space rock revolution,The Cure,,fridayim
547,From me to you,The Beatles,The Beatles,YES,fromme2u
548,From me to you,Earl Green,The Beatles,,fromme2u
550,From me to you,Fidel Nadal and Holy Piby,The Beatles,,fromme2u
551,Fuga y misterio,Astor Piazzolla,Astor Piazzolla,YES,fugaymist
552,Fuga y misterio,Quinteto da Paraiba,Astor Piazzolla,,fugaymist
553,Fuga y misterio,Los tangueros,Astor Piazzolla,,fugaymist
554,Fuga y misterio,Los Angeles Guitar Quartet,Astor Piazzolla,,fugaymist
558,Georgia on my mind,Ray Charles,Hoagy Carmichael,,georgia
560,Georgia on my mind,Unknown,Hoagy Carmichael,,georgia
561,Georgia on my mind,James Brown,Hoagy Carmichael,,georgia
562,Georgia on my mind,Glenn Miller,Hoagy Carmichael,,georgia
563,Georgia on my mind,Billie Holiday,Hoagy Carmichael,,georgia
564,Get back,The Beatles,The Beatles,YES,getback
565,Get back,Bon Jovi and Van Halen,The Beatles,,getback
566,Get back,John Pizzarelli,The Beatles,,getback
567,Get back,Rod Stewart,The Beatles,,getback
568,Get back,Shirley Scott,The Beatles,,getback
569,Get back,Anonymously yours,The Beatles,,getback
570,Get back,Beatles and Billy Preston,The Beatles,,getback
571,Get back,The Beatles,The Beatles,,getback
572,Chi e,Juniors,The Beatles,,getback
573,Get back,Paul Lamb,The Beatles,,getback
574,Get back,Grateful dead,The Beatles,,getback
575,Get the balance right,Depeche Mode,Depeche Mode,YES,getbalanc
577,Get the balance right,Scaras,Depeche Mode,,getbalanc
578,Get the balance right,Depeche Mode,Depeche Mode,,getbalanc
579,Getting better,The Beatles,The Beatles,YES,getting
580,Getting better,Status Quo,The Beatles,,getting
582,The return of the giant Hogweed,Genesis,Genesis,YES,gianthog
583,The return of the giant Hogweed,Spirits Burning,Genesis,,gianthog
584,Gimme gimme gimme,ABBA,ABBA,YES,gimme
585,Gimme gimme gimme,Yngwie Malmsteen,ABBA,,gimme
586,Gimme gimme gimme,Sisters of mercy,ABBA,,gimme
587,Hung up,Madonna,ABBA,,gimme
588,Hung up,Madonna,ABBA,,gimme
589,Gimme gimme gimme,ABBA and Paul Johnson,ABBA,,gimme
590,Gimme gimme gimme,Sinergy,ABBA,,gimme
591,Gimme gimme gimme,A-Teens,ABBA,,gimme
592,Gimme gimme gimme,ABBA,ABBA,,gimme
593,Girl,The Beatles,The Beatles,YES,girl
594,Girl,Baroque Chamber Orchestra,The Beatles,,girl
595,Girl,St Louis Union,The Beatles,,girl
596,Girl,Peppino di Capri,The Beatles,,girl
597,Give peace a chance,John Lennon,Plastic Ono Band,YES,givepeace
598,Give peace a chance,The Maytals,Plastic Ono Band,,givepeace
599,Glass onion,The Beatles,The Beatles,YES,glassonion
600,Glass onion,Phish,The Beatles,,glassonion
601,Golden Slumbers,The Beatles,The Beatles,YES,golden
602,Golden slumbers,Ben Folds,The Beatles,,golden
605,Goodbye blue sky,Pink Floyd,Pink Floyd,YES,goodbyeb
606,Goodbye blue sky,Howe and Sherwood,Pink Floyd,,goodbyeb
607,Goodbye blue sky,Piano tribute to Pink Floyd,Pink Floyd,,goodbyeb
608,Goodbye cruel world,Pink Floyd,Pink Floyd,YES,goodbyecr
609,Goodbye cruel world,Sherwood and Levin,Pink Floyd,,goodbyecr
610,Good day sunshine,The Beatles,The Beatles,YES,goodday
611,Good day sunshine,The Tremeloes,The Beatles,,goodday
612,Good night,The Beatles,The Beatles,YES,goodnight
613,Good night,Baroque Chamber Orchestra,The Beatles,,goodnight
614,Good night,The moog beatles,The Beatles,,goodnight
615,Ive Got A Feeling,The Beatles,The Beatles,YES,gotafeeling
616,I got a feeling,Pearl Jam,The Beatles,,gotafeeling
617,Lets go to bed,The Cure,The Cure,YES,gotobed
618,Lets go to bed,Dead Sexy Inc,The Cure,,gotobed
619,Lets go to bed,Crocodile shop,The Cure,,gotobed
620,Got to get you into my life,The Beatles,The Beatles,YES,gottoget
621,Got to get you into my life,Four Tops,The Beatles,,gottoget
622,Got to get you into my life,Cliff Bennett and The Rebel Rousers,The Beatles,,gottoget
623,The great gig in the sky,Pink Floyd,Pink Floyd,YES,greatgig
624,The great gig in the sky,Pink Floyd,Pink Floyd,,greatgig
625,The great gig in the sky,Chillout tribute to PF,Pink Floyd,,greatgig
626,Great gig in the sky,Pink Floyd,Pink Floyd,,greatgig
627,Great gig in the sky,String Quartet,Pink Floyd,,greatgig
628,The great gig in the sky,London Philharmonic Orchestra,Pink Floyd,,greatgig
629,The great pretender,The Platters,The Platters,YES,greatpret
630,The great pretender,Freddie Mercury,The Platters,,greatpret
631,The hanging garden,The Cure,The Cure,YES,hanging
632,The hanging garden,FGFC820 and Rexx Arkana,The Cure,,hanging
633,The hanging garden,Technova,The Cure,,hanging
634,The hanging garden,Stone 588,The Cure,,hanging
635,The hanging garden,Moksha,The Cure,,hanging
636,The hanging garden,Mignight configuration,The Cure,,hanging
637,The hanging garden,AFI,The Cure,,hanging
638,The happiest days of out lives,Pink Floyd,Pink Floyd,YES,happiestd
639,The happiest days of out lives,Chillout tribute to PF,Pink Floyd,,happiestd
640,The happiest days of out lives,Sherwood and Colaiuta,Pink Floyd,,happiestd
641,Happiness is a warm gun,The Beatles,The Beatles,YES,happiness
642,Happiness is a warm gun,The Breeders,The Beatles,,happiness
643,Happiness is a warm gun,U2,The Beatles,,happiness
644,Happiness is a warm gun,Sexy Sadie,The Beatles,,happiness
645,Happiness is a warm gun,Dream Theater,The Beatles,,happiness
646,A hard days night,The Beatles,The Beatles,YES,harddays
647,A hard days night,Diana Ross and The Supremes,The Beatles,,harddays
648,A hard days night,The Beatles,The Beatles,,harddays
649,Hard dayz nite,Shameless,The Beatles,,harddays
650,A hard days night,John Lennon,The Beatles,,harddays
651,A hard days night,Pat Kelly,The Beatles,,harddays
652,A hard days night,Ramsey Lewis,The Beatles,,harddays
653,Hard days night,Billy Joel,The Beatles,,harddays
654,A hard days night,Baroque Chamber Orchestra,The Beatles,,harddays
655,Have a cigar,Pink Floyd,Pink Floyd,YES,havecigar
656,Have a cigar,VVAA,Pink Floyd,,havecigar
657,Have a cigar,Piano tribute to Pink Floyd,Pink Floyd,,havecigar
658,To have and to hold,Depeche Mode,Depeche Mode,YES,havehold
659,To have and to hold,Deftones,Depeche Mode,,havehold
661,Heart beat pig meat,Pink Floyd,Pink Floyd,YES,heartbeat
662,Heart beat pig meat,Pink Floyd,Pink Floyd,,heartbeat
663,Hello goodbye,The Beatles,The Beatles,YES,hellogoodb
664,Hello goodbye,Bit-Nik,The Beatles,,hellogoodb
665,Hello goodbye,Los modulos,The Beatles,,hellogoodb
666,Hello goodbye,Don Carlos,The Beatles,,hellogoodb
667,Hello goodbye,Soulful strings,The Beatles,,hellogoodb
668,Help,The Beatles,The Beatles,YES,help
669,Help,Baroque Chamber Orchestra,The Beatles,,help
670,Help,Howie Day,The Beatles,,help
671,Socorro,Los mustang,The Beatles,,help
673,Help,Bananarama,The Beatles,,help
674,Help,Henry Gross,The Beatles,,help
675,Help,The pug must die,The Beatles,,help
676,Help me make it through the night,Kris Kristofferson,Kris Kristofferson,YES,helpmema
677,Help me make it through the night,Henry Mancini,Kris Kristofferson,,helpmema
678,Help me make it through the night,Joan Baez,Kris Kristofferson,,helpmema
679,Help me make it through the night,Tom Jones,Kris Kristofferson,,helpmema
680,Helter skelter,The Beatles,The Beatles,YES,heltskelt
681,Helter skelter,Siouxsie and The Banshees,The Beatles,,heltskelt
682,Helter skelter,White Zombie,The Beatles,,heltskelt
683,Helter skelter,Aerosmith,The Beatles,,heltskelt
684,Helter skelter,Husker Du,The Beatles,,heltskelt
685,Helter skelter,Motley Crue,The Beatles,,heltskelt
686,Here comes the sun,The Beatles,The Beatles,YES,herecomes
688,Here comes the sun,Nina Simone,The Beatles,,herecomes
689,Here comes the sun,Coldplay,The Beatles,,herecomes
690,Here comes the sun,Monty Alexander,The Beatles,,herecomes
691,Here comes the sun,Bon Jovi,The Beatles,,herecomes
692,Here comes the sun,Travis,The Beatles,,herecomes
693,Here comes the sun,Steve Harley and Cockney Rebel,The Beatles,,herecomes
694,Here comes the sun,Sharon Forrester,The Beatles,,herecomes
695,Here comes the sun,Sergio Mendes,The Beatles,,herecomes
696,Aqui llega el sol,Miguel Rios,The Beatles,,herecomes
697,Here comes the sun,Carmen Cuesta,The Beatles,,herecomes
698,Here comes the sun,Kings X,The Beatles,,herecomes
699,Here comes the sun,Bruce Springsteen,The Beatles,,herecomes
700,Here comes the sun,Voodoo Glow Skulls,The Beatles,,herecomes
701,Here comes the sun,John Pizzarelli,The Beatles,,herecomes
702,Here comes the sun,Phish,The Beatles,,herecomes
703,Here comes the sun,Riddim,The Beatles,,herecomes
705,Here comes the sun,Baroque Chamber Orchestra,The Beatles,,herecomes
706,Here there and everywhere,The Beatles,The Beatles,YES,herethere
707,Here there and everywhere,Emmylou Harris,The Beatles,,herethere
708,Hey Jude,The Beatles,The Beatles,YES,heyjude
709,Hey Jude,The Temptations,The Beatles,,heyjude
710,Hey Jude,The London Symphony Orchestra,The Beatles,,heyjude
711,Hey Jude,Marisol,The Beatles,,heyjude
712,Hey Jude,Baroque Chamber Orchestra,The Beatles,,heyjude
713,Hey Jude,The Brothers Johnson,The Beatles,,heyjude
714,Hey Jude,Wilson Pickett,The Beatles,,heyjude
715,Hey Jude,Donna Hightower,The Beatles,,heyjude
716,Hey Jude,Chikocheeky,The Beatles,,heyjude
717,Hey Jude,John Holt,The Beatles,,heyjude
718,Hey Jude,Grateful dead,The Beatles,,heyjude
719,Hey Jude,King Curtis,The Beatles,,heyjude
721,Hey Jude,The Dynamites,The Beatles,,heyjude
722,Hey Jude,Edu Lobo,The Beatles,,heyjude
723,Hey you,Pink Floyd,Pink Floyd,YES,heyyou
724,Hey you,Wetton Lukather Shaw and White,Pink Floyd,,heyyou
725,Hey you,Piano tribute to Pink Floyd,Pink Floyd,,heyyou
726,Hey you,Furnance,Pink Floyd,,heyyou
727,Hey you,Chillout tribute to PF,Pink Floyd,,heyyou
728,You have got to hide your love away,The Beatles,The Beatles,YES,hidelove
729,You have got to hide your love away,The Silkie,The Beatles,,hidelove
731,Got to hide your love away,Oasis,The Beatles,,hidelove
732,You have got to hide your love away,Eddie Vedder,The Beatles,,hidelove
733,You have got to hide your love away,Unknown,The Beatles,,hidelove
734,You have got to hide your love away,John Pizzarelli,The Beatles,,hidelove
735,You have got to hide your love away,Travis,The Beatles,,hidelove
736,Higher love,Depeche Mode,Depeche Mode,YES,higherlove
737,Higher love 10,The Inefable Orchestra,Depeche Mode,,higherlove
738,High hopes,Frank Sinatra,Frank Sinatra,YES,highhopes
739,High hopes,Frank Sinatra with kids,Frank Sinatra,,highhopes
740,Home,Depeche Mode,Depeche Mode,YES,home
741,Home,Sylvain Chauveau and Ensemble Nocturne,Depeche Mode,,home
742,Honey pie,The Beatles,The Beatles,YES,honeypie
743,Honey pie,Phish,The Beatles,,honeypie
744,Honey pie,Baroque Chamber Orchestra,The Beatles,,honeypie
745,Hot hot hot,The Cure,The Cure,YES,hothot
746,Hot hot hot,Inertia,The Cure,,hothot
747,Hot hot hot,String Quartet,The Cure,,hothot
748,I am what I am,Gloria Gaynor,George Hearn,YES,iamwhati
749,I am what I am,Shirley Bassey,George Hearn,,iamwhati
750,I am what I am,The best of musicals,George Hearn,,iamwhati
751,I call your name,The Beatles,The Beatles,YES,icallyou
752,I call your name,Mo indigo,The Beatles,,icallyou
753,I call your name,The Mamas and The Papas,The Beatles,,icallyou
754,I feel you,Depeche Mode,Depeche Mode,YES,ifeelyou
755,I feel you,Placebo,Depeche Mode,,ifeelyou
756,I feel you,Symphonic tribute to Depeche Mode,Depeche Mode,,ifeelyou
757,I feel you,Apollo 4 40,Depeche Mode,,ifeelyou
758,If I Fell,The Beatles,The Beatles,YES,ififell
759,If I Fell,Los diablos negros,The Beatles,,ififell
760,If I need someone,The Beatles,The Beatles,YES,ifineedso
761,If I need someone,Joe White,The Beatles,,ifineedso
762,If only tonight we could sleep,The Cure,The Cure,YES,ifonlytonig
763,If only tonight we could sleep,Deftones,The Cure,,ifonlytonig
764,I know what I like,Genesis,Genesis,YES,iknowwha
765,I know what I like,Genesis,Genesis,,iknowwha
767,I know what I like,Genesis,Genesis,,iknowwha
768,Imagine,John Lennon,John Lennon,YES,imagine
769,Imagine,David Bowie,John Lennon,,imagine
770,Imagine,Tony Ronald,John Lennon,,imagine
771,Imagine,Chantal Kreviazuk,John Lennon,,imagine
772,Imagine,Diana Ross and The Supremes,John Lennon,,imagine
773,Im a loser,The Beatles,The Beatles,YES,imaloser
774,Im a loser,Marianne Faithfull,The Beatles,,imaloser
775,Im a loser,Eels,The Beatles,,imaloser
776,Im cold,The Cure,The Cure,YES,imcold
777,Im cold,The Cure,The Cure,,imcold
778,Im down,The Beatles,The Beatles,YES,imdown
779,Im down,Fred James,The Beatles,,imdown
780,I me mine,The Beatles,The Beatles,YES,imemine
781,I me mine,Elliot Smith,The Beatles,,imemine
782,Im looking through you,The Beatles,The Beatles,YES,imlooking
783,Im looking through you,The Wallflowers,The Beatles,,imlooking
784,In between days,The Cure,The Cure,YES,inbetween
785,In between days,Piano tribute to The Cure,The Cure,,inbetween
786,In between days,The Cure,The Cure,,inbetween
787,In between days,The Cure,The Cure,,inbetween
788,In between days,The obligations,The Cure,,inbetween
789,In my life,The Beatles,The Beatles,YES,inmylife
790,Dentro de mi vida,Bruno Lomas,The Beatles,,gottoget
791,In my life,Dave Matthews,The Beatles,,inmylife
793,In my life,Stephen Stills,The Beatles,,inmylife
794,In my life,The 52 key organ,The Beatles,,inmylife
795,Insensatez,Vinicius de Moraes,Joao Gilberto,,insensatez
796,Insensatez,Stan Getz,Joao Gilberto,,insensatez
797,Insensatez,Herbie Mann,Joao Gilberto,,insensatez
798,Insensatez,Joao Gilberto,Joao Gilberto,,insensatez
799,Insensatez,Antonio Carlos Jobim,Joao Gilberto,,insensatez
800,Insensatez,Rosa Passos and Ron Carter,Joao Gilberto,,insensatez
801,Insensatez,Joao Donato,Joao Gilberto,,insensatez
802,Insensatez,Astrud Gilberto,Joao Gilberto,YES,insensatez
804,Insensatez,Robert Wyatt,Joao Gilberto,,insensatez
805,Insensatez,Antonio Carlos Jobim,Joao Gilberto,,insensatez
806,Insensatez,Wes Montgomery,Joao Gilberto,,insensatez
807,Interstellar overdrive,Pink Floyd,Pink Floyd,YES,interstellar
808,Interstellar overdrive,Spiral realms,Pink Floyd,,interstellar
809,Interstellar overdrive,Pink Floyd,Pink Floyd,,interstellar
811,In the flesh,Pink Floyd,Pink Floyd,YES,intheflesh
812,In the flesh,Sherwood Porcaro and Colaiuta,Pink Floyd,,intheflesh
813,In the flesh,Belew White and Porcaro,Pink Floyd,,intheflesh
814,In the mood,Glenn Miller,Joe Garland and Andy Razaf,YES,inthemood
815,In the mood,John Williams and The Boston Pops,Joe Garland and Andy Razaf,,inthemood
816,In the mood,Woody Allen movie music,Joe Garland and Andy Razaf,,inthemood
817,In your room,Depeche Mode,Depeche Mode,YES,inyourroom
818,In your room,Harshrealm,Depeche Mode,,inyourroom
819,In your room,Sylvain Chauveau and Ensemble Nocturne,Depeche Mode,,inyourroom
820,Garota de Ipanema,Jobim and Moraes,Perry Ribeiro,YES,ipanema
821,The girl from Ipanema,Najwajean,Perry Ribeiro,,ipanema
822,The girl from Ipanema,Astrud Gilberto,Perry Ribeiro,,ipanema
823,The girl from Ipanema,Gilberto Gil,Perry Ribeiro,,ipanema
826,Garota de Ipanema,Bobby Morganstein,Perry Ribeiro,,ipanema
827,The girl from Ipanema,Najwajean,Perry Ribeiro,,ipanema
829,Garota de Ipanema,Tamba trio,Perry Ribeiro,,ipanema
830,Garota de Ipanema,Frank Sinatra,Perry Ribeiro,,ipanema
832,Garota de Ipanema,Rosa Passos and Ron Carter,Perry Ribeiro,,ipanema
833,The girl from Ipanema,The peeping toms,Perry Ribeiro,,ipanema
834,Garota de Ipanema,Jobim Moraes and Toquinho,Perry Ribeiro,,ipanema
835,I saw her standing there,The Beatles,The Beatles,YES,isawher
836,I saw her standing there,Stan Webb,The Beatles,,isawher
837,I saw her standing there,Little Richard,The Beatles,,isawher
838,She is a Carioca,Sergio Mendes trio,Sergio Mendes trio,YES,iscarioca
839,She is a Carioca,Joao Gilberto,Sergio Mendes trio,,iscarioca
840,She is a Carioca,Astrud Gilberto,Sergio Mendes trio,,iscarioca
841,Is there anybody out there,Pink Floyd,Pink Floyd,YES,isthereany
842,Is there anybody out there,Belew and Sherwood,Pink Floyd,,isthereany
843,Its more fun to compute,Kraftwerk,Kraftwerk,YES,itsmorefun
844,Its more fun to compute,Takkyu Ishino,Kraftwerk,,itsmorefun
845,Its no good,Depeche Mode,Depeche Mode,YES,itsnogood
846,Its no good,Automatic,Depeche Mode,,itsnogood
847,Its no good,Orphans of infamy,Depeche Mode,,itsnogood
848,Its not you,The Cure,The Cure,YES,itsnotyou
849,Its not you,Dead end,The Cure,,itsnotyou
850,Its not you,The Cure,The Cure,,itsnotyou
853,I want to hold your hand,The Beatles,The Beatles,,iwannahold
854,I wanna hold your hand,Glen Adams,The Beatles,,iwannahold
856,I want to hold your hand,Balsara,The Beatles,,iwannahold
858,I wanna hold your hand,I against I,The Beatles,,iwannahold
859,I want to hold your hand,The Beatles,The Beatles,YES,iwannahold
860,I want you,The Beatles,The Beatles,YES,iwantyou
861,I want you,Jette Ives,The Beatles,,iwantyou
862,I will,The Beatles,The Beatles,YES,iwill
863,I will,John Holt,The Beatles,,iwill
864,I will,Alison Krauss,The Beatles,,iwill
865,I will,Movimiento Urbano and The Skatalites,The Beatles,,iwill
866,I will,Phish,The Beatles,,iwill
867,Superstar,Andrew Lloyd Webber,Murray Head,,jesuschri
868,Jesus Christ Superstar,The best of musicals 2,Murray Head,,jesuschri
869,Jesus Christ Superstar,Tony Ronald,Murray Head,,jesuschri
870,Jesus Christ Superstar,The James Taylor Quartet,Murray Head,,jesuschri
871,Jesus Christ Superstar,The best of musicals,Murray Head,,jesuschri
872,Jugband blues,Pink Floyd,Pink Floyd,YES,jugband
873,Jugband blues,Eden,Pink Floyd,,jugband
874,Jumping someone elses train,The Cure,The Cure,YES,jumping
875,Jumping someone elses train,The Ropers,The Cure,,jumping
876,Jumping someone elses train,Lukestar,The Cure,,jumping
877,Jumping someone elses train,Kill Switch Klick,The Cure,,jumping
878,Jumping someone elses train,Piano tribute to The Cure,The Cure,,jumping
879,Just cant get enough,Depeche Mode,Depeche Mode,YES,justcanget
880,I just cant get enough,C Project,Depeche Mode,,justcanget
881,Just cant get enough,Studio 99,Depeche Mode,,justcanget
882,Just cant get enough,Universal Circus,Depeche Mode,,justcanget
883,Just like heaven,The Cure,The Cure,YES,justlikeh
884,Just like heaven,The Cure,The Cure,,justlikeh
885,Just like heaven,Piano tribute to The Cure,The Cure,,justlikeh
886,Just like heaven,String Quartet,The Cure,,justlikeh
887,Instant karma,John Lennon,John Lennon,YES,karma
888,Instant karma,Dave Stewart and Nelly Furtado,John Lennon,,karma
889,I get a kick out of you,Cole Porter,Gaxton and Merman,YES,kickout
890,I get a kick out of you,Ella Fitzgerald and Cole Porter,Gaxton and Merman,,kickout
891,I get a kick out of you,Tom Jones,Gaxton and Merman,,kickout
892,I get a kick out of you,Johnny Hartman,Gaxton and Merman,,kickout
893,I get a kick out of you,Frank Sinatra,Gaxton and Merman,,kickout
894,I get a kick out of you,Dinah Washington,Gaxton and Merman,,kickout
895,I get a kick out of you,Ella Fitzgerald,Gaxton and Merman,,kickout
896,I get a kick out of you,Johnny Hartman,Gaxton and Merman,,kickout
897,Killing an arab,The Cure,The Cure,YES,killingarab
898,Killing an arab,Frodus,The Cure,,killingarab
899,Killing an arab,Superlemonade,The Cure,,killingarab
900,Killing an arab,The electric hellfire club,The Cure,,killingarab
901,Killing an arab,Dwomo,The Cure,,killingarab
902,Knocking on heavens door,Bob Dylan,Bob Dylan,YES,knockinonh
903,Knocking on heavens door,U2 Bob Marley and Bob Dylan,Bob Dylan,,knockinonh
904,Knocking on heavens door,Guns N Roses,Bob Dylan,,knockinonh
905,Knocking on heavens door,Eric Clapton,Bob Dylan,,knockinonh
906,Do you want to know a secret,The Beatles,The Beatles,YES,knowsecret
907,Do you want to know a secret,Billy Kramer and The Dakotas,The Beatles,,knowsecret
908,Kyoto song,The Cure,The Cure,YES,kyoto
909,Kyoto song,Orders of Ellington,The Cure,,kyoto
910,Lady Bird,Tad Dameron,Tad Dameron,YES,ladybird
911,Lady Bird,Chet Baker,Tad Dameron,,ladybird
912,Lady Marmalade,Labelle,The Eleventh Hour,YES,ladymarm
914,Lady Marmalade,All saints,The Eleventh Hour,,ladymarm
915,Lady Marmalade,Aguilera Kim Mya and Pink,The Eleventh Hour,,ladymarm
916,Lady Marmalade,Veronica Gisela y Chenoa,The Eleventh Hour,,ladymarm
917,Lady Marmalade,Aguilera Kim Mya and Pink,The Eleventh Hour,,ladymarm
918,Lady Marmalade,Aguilera Kim Mya and Pink,The Eleventh Hour,,ladymarm
919,The lady is a tramp,The best of musicals,Mitzi Green,,ladytramp
920,The lady is a tramp,Low Rawls,Mitzi Green,,ladytramp
921,The lady is a tramp,Frank Sinatra,Mitzi Green,,ladytramp
923,The lady is a tramp,Ella Fitzgerald,Mitzi Green,,ladytramp
924,The lady is a tramp,Frank Sinatra,Mitzi Green,,ladytramp
925,The lady is a tramp,Robbie Williams,Mitzi Green,,ladytramp
926,Lagrimas negras,Bebo y Cigala,Unknown,,lagrimasne
927,Lagrimas negras,Unknown,Unknown,,lagrimasne
928,Lagrimas negras,Unknown,Unknown,,lagrimasne
929,Lagrimas negras,Unknown,Unknown,,lagrimasne
930,Lament,The Cure,The Cure,YES,lament
931,Lament,The Cure,The Cure,,lament
933,La Tarara,Unknown,Camaron de la Isla,,latarara
934,La Tarara,Unknown,Camaron de la Isla,,latarara
935,Learning to fly,Pink Floyd,Pink Floyd,YES,learning2fly
936,Learning to fly,Leather strip,Pink Floyd,,learning2fly
937,Lestaca,Lluis Llach,Lluis Llach,YES,lestaca
939,Lestaca,Lluis Llach,Lluis Llach,,lestaca
940,Lestaca,VVAA,Lluis Llach,,lestaca
941,Let it be,The Beatles,The Beatles,YES,letitbe
942,Let it be,Leo Sayer,The Beatles,,letitbe
943,Let it be,Nickey Thomas,The Beatles,,letitbe
944,Let it be,Basilio,The Beatles,,letitbe
945,Let it be,Nick Cave,The Beatles,,letitbe
946,Let it be,The Upsetters,The Beatles,,letitbe
947,Dille si,Patrick Samson set,The Beatles,,letitbe
948,Let it be,Mocedades,The Beatles,,letitbe
949,Let it be,Marillion,The Beatles,,letitbe
952,Let it be,Roscoe Shelton,The Beatles,,letitbe
953,Let it be,Gladys Knight and The Pips,The Beatles,,letitbe
954,Let it be,Eros Ramazotti,The Beatles,,letitbe
955,Let it be,Nana Mouskouri,The Beatles,,letitbe
956,Lie to me,Depeche Mode,Depeche Mode,YES,lietome
957,Lie to me,Razed in black,Depeche Mode,,lietome
958,Lie to me,Psyche,Depeche Mode,,lietome
959,Light my fire,The Doors,The Doors,YES,lightmyfi
960,Light my fire,Jose Feliciano,The Doors,,lightmyfi
961,Light my fire,The Black Mighty Orchestra,The Doors,,lightmyfi
962,Little 15,Depeche Mode,Depeche Mode,YES,little15
963,Little 15,Symphonic tribute to Depeche Mode,Depeche Mode,,little15
964,Little 15,Maga,Depeche Mode,,little15
965,With a little help from my friends,The Beatles,The Beatles,YES,littlehelp
966,With a little help from my friends,Bobby Morganstein,The Beatles,,littlehelp
967,With a little help from my friends,Jeff Lynne,The Beatles,,littlehelp
969,La ayuda de la amistad,Los angeles,The Beatles,,littlehelp
970,A little help from my friends,Tori Amos,The Beatles,,littlehelp
971,With a little help from my friends,Sham 69,The Beatles,,littlehelp
972,With a little help from my friends,Joe Cocker,The Beatles,,littlehelp
973,I say a little prayer,Burt Bacharach,Dionne Warwick,,littlepra
974,I say a little prayer,Aretha Franklin,Dionne Warwick,,littlepra
975,I say a little prayer,Diana King,Dionne Warwick,,littlepra
976,Live and let die,Paul McCartney and Wings,Paul McCartney and Wings,YES,liveandlet
977,Live and let die,Byron Lee and The Dragonaires,Paul McCartney and Wings,,liveandlet
978,Livin on a prayer,Bon Jovi,Bon Jovi,YES,livinprayer
979,Livin on a prayer,Karma,Bon Jovi,,livinprayer
980,Livin on a prayer,Dalimas,Bon Jovi,,livinprayer
981,Livin on a prayer,Heavydance,Bon Jovi,,livinprayer
982,Livin on a prayer,Nika,Bon Jovi,,livinprayer
983,Los endos,Genesis,Genesis,YES,losendos
984,Los endos,Steve Hackett,Genesis,,losendos
985,Los endos,Patrick Moraz,Genesis,,losendos
986,The love cats,The Cure,The Cure,YES,lovecats
987,The love cats,String Quartet,The Cure,,lovecats
988,The love cats,Tricky,The Cure,,lovecats
989,The love cats,Dj Bootius Maximus,The Cure,,lovecats
990,Lovely Rita,The Beatles,The Beatles,YES,lovelyrita
991,Lovely Rita,Michelle Shocked,The Beatles,,lovelyrita
992,Lovely Rita,Roy Wood,The Beatles,,lovelyrita
